,T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
710,20.8,29.0,10.5,1013.9,61,1.8,2.6,7.6,194.70833333333331
711,22.0,31.0,10.7,1013.2,56,1.8,2.4,14.8,250.875
712,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3,274.875
713,24.2,31.0,16.5,1013.0,36,2.9,13.9,22.2,160.0
714,22.7,30.8,13.6,1012.0,38,3.4,11.9,20.6,217.91666666666663
715,21.4,29.6,12.7,1013.7,40,2.6,8.0,20.6,184.20833333333331
716,19.2,25.9,11.9,1017.0,84,0.8,2.6,9.4,176.375
717,18.9,25.8,11.5,1017.9,77,0.6,5.0,13.0,185.95833333333331
718,19.3,27.0,11.7,1019.6,57,1.8,5.2,11.1,195.375
719,17.8,24.8,11.2,1017.0,74,0.6,0.7,7.6,365.29166666666674
720,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6,312.2083333333333
721,18.2,27.0,7.7,1013.7,72,0.6,1.1,7.6,237.625
722,19.0,27.1,10.5,1015.1,61,1.6,3.3,9.4,202.875
723,18.0,26.6,10.5,1017.1,61,1.9,8.0,14.8,260.1666666666667
724,17.2,24.2,10.0,1017.2,58,1.6,9.3,22.2,403.95833333333326
725,16.3,23.0,6.6,1016.9,61,1.0,9.4,20.6,284.1666666666667
726,18.1,24.0,11.2,1015.4,56,1.8,15.9,25.9,288.4166666666667
727,17.8,25.0,10.7,1015.8,54,2.3,9.4,22.2,256.8333333333333
728,13.9,24.5,11.4,1015.0,95,0.6,8.7,14.8,169.0
729,16.3,23.0,9.8,1016.9,78,1.1,7.4,16.5,186.04166666666663
730,16.3,23.4,9.0,1017.3,68,1.3,7.8,18.3,185.58333333333331
731,15.6,23.0,9.0,1016.4,87,1.3,2.4,11.1,284.79583333333335
732,17.4,24.0,9.3,1018.9,81,1.3,2.2,9.4,219.72083333333333
733,16.7,24.3,9.5,1018.0,82,1.0,4.1,13.0,182.1875
734,14.7,24.4,13.5,1012.2,96,1.0,10.0,22.2,154.03750000000005
735,15.4,20.0,10.2,1015.5,84,1.1,2.2,7.6,223.20833333333331
736,14.1,20.2,8.6,1015.8,82,1.1,5.0,13.0,200.64583333333337
737,12.1,19.0,4.3,1017.8,70,1.4,6.1,14.8,285.225
738,12.6,19.5,3.2,1019.2,78,1.3,5.2,11.1,236.825
739,16.4,24.0,8.6,1017.3,73,1.3,3.3,7.6,276.90833333333336
740,14.0,21.0,6.4,1023.1,76,1.6,10.2,16.5,108.0
741,14.7,20.8,7.0,1021.4,72,1.0,6.1,14.8,125.89166666666668
742,19.8,25.6,12.5,1018.2,74,1.1,7.8,24.1,181.01250000000005
743,16.2,25.1,14.5,1017.1,92,0.8,8.0,22.2,152.55416666666667
744,16.1,20.0,13.2,1019.1,80,1.8,11.9,18.3,152.32083333333338
745,17.3,23.2,9.8,1016.0,71,1.4,4.6,16.5,319.7375
746,16.2,23.4,9.4,1017.9,75,1.3,8.0,16.5,332.7083333333333
747,17.0,24.0,8.6,1019.2,66,1.6,2.8,7.6,279.6
748,17.9,25.0,9.5,1017.3,68,1.6,3.3,11.1,179.11666666666667
749,16.1,23.5,8.6,1015.9,62,2.9,10.2,18.3,54.79166666666666
750,16.8,24.0,9.0,1015.2,63,1.8,5.7,18.3,93.375
751,16.7,24.2,9.4,1016.4,66,1.8,10.6,27.8,103.0
752,18.2,25.0,8.9,1021.9,59,2.3,7.6,18.3,132.20833333333334
753,18.6,29.0,10.2,1021.3,59,1.8,10.2,18.3,127.70833333333331
754,19.7,27.0,9.8,1020.3,58,2.4,8.7,32.4,109.33333333333331
755,24.1,31.0,15.6,1011.1,57,3.1,7.2,14.8,56.45833333333334
756,24.8,32.0,16.4,1005.0,56,2.4,6.3,14.8,135.83333333333334
757,20.9,32.4,15.7,1008.2,74,1.9,12.0,24.1,122.5
758,21.4,28.0,13.5,1013.6,47,3.1,18.5,35.2,69.66666666666667
759,20.4,28.1,12.4,1012.5,55,2.6,16.1,29.4,79.83333333333333
760,21.2,29.0,11.0,1014.2,52,3.2,8.0,16.5,62.70833333333334
761,24.7,32.5,18.0,1012.1,49,2.6,5.0,11.1,21.20833333333333
762,22.8,30.5,16.5,1011.1,59,1.9,4.4,11.1,1.9166666666666667
763,21.3,28.5,12.5,1010.6,41,3.1,8.3,22.2,1.8333333333333333
764,23.4,30.0,12.0,1008.3,41,2.6,5.9,14.8,105.83333333333331
765,22.8,30.7,17.6,1008.0,54,2.9,12.0,22.2,117.58333333333331
766,20.7,28.2,14.6,1007.6,67,2.6,8.1,18.3,122.70833333333331
767,18.4,24.0,9.0,1015.3,49,3.2,9.1,20.6,111.95833333333331
768,19.6,26.0,9.1,1016.4,50,2.7,6.5,22.2,59.20833333333334
769,21.4,28.0,10.5,1013.7,50,2.4,8.5,22.2,77.20833333333333
770,23.6,30.0,15.6,1011.7,57,2.6,7.6,18.3,98.70833333333331
771,24.2,30.0,15.4,1012.2,53,2.7,11.3,24.1,123.70833333333331
772,26.6,34.0,16.2,1011.6,47,2.9,10.9,22.2,64.79166666666667
773,27.8,35.0,17.7,1010.4,41,3.4,12.8,27.8,52.33333333333334
774,29.1,35.0,20.8,1009.8,38,3.2,16.1,35.2,52.04166666666666
775,30.6,37.0,21.8,1009.5,41,3.1,13.1,27.8,128.33333333333334
776,31.2,38.5,23.3,1007.5,41,2.9,8.3,18.3,0.0
777,32.8,39.0,23.2,1004.7,36,3.2,11.1,22.2,23.20833333333333
778,31.7,39.4,23.0,1004.2,34,3.5,10.7,25.9,15.166666666666664
779,32.8,39.0,21.4,1004.9,30,3.7,10.7,22.2,21.25
780,28.8,38.0,19.2,1008.0,32,1.9,5.9,18.3,81.83333333333333
781,27.5,34.4,16.5,1010.8,28,2.7,10.0,20.6,105.33333333333331
782,27.3,33.6,19.0,1010.8,29,3.9,13.3,25.9,117.75
783,31.6,40.0,19.9,1006.3,27,2.9,5.6,11.1,84.5
784,32.4,40.5,20.7,1004.5,33,2.3,2.6,9.4,46.91666666666666
785,33.0,40.6,22.0,1002.1,29,3.2,8.5,24.1,104.625
786,34.9,43.2,28.9,999.7,45,2.7,9.1,21.7,0.0
787,33.5,40.2,28.5,1001.9,49,2.3,8.5,22.2,30.875
788,33.9,40.0,26.8,1001.9,31,3.2,11.1,22.2,75.58333333333333
789,32.6,38.2,22.5,1006.3,33,2.7,11.9,51.9,0.0
790,32.2,38.5,24.0,1004.8,37,2.9,13.3,39.6,0.0
791,32.1,39.0,24.0,1005.4,40,3.1,5.9,20.6,0.0
792,32.2,38.1,23.1,1007.2,35,3.7,5.7,13.0,94.75
793,32.3,39.6,22.0,1006.8,37,3.2,4.4,13.0,142.5
794,32.6,40.0,24.4,1006.6,35,2.3,7.4,18.3,133.375
795,36.6,44.0,25.3,1003.7,27,3.4,8.0,18.3,147.83333333333334
796,36.6,44.1,27.6,1002.7,30,2.6,3.5,9.4,158.29166666666666
797,35.6,42.8,28.0,1001.5,36,3.2,10.7,20.6,149.58333333333334
798,36.0,41.8,27.5,1002.0,35,2.7,6.7,18.3,101.5
799,37.2,43.0,27.8,999.8,28,3.1,6.7,14.8,106.5
800,37.9,44.0,28.1,998.3,24,3.2,10.2,22.2,128.125
801,32.3,40.2,27.4,1001.4,45,3.2,6.5,18.3,101.95833333333331
802,34.0,41.4,28.4,1000.0,38,3.4,5.4,22.2,98.41666666666669
803,31.2,39.0,24.0,1001.5,45,2.1,9.8,22.2,94.375
804,36.4,41.6,28.5,999.1,36,3.4,4.3,11.1,107.625
805,37.8,44.0,29.0,997.3,33,3.1,8.3,22.2,110.41666666666669
806,35.3,43.9,29.3,998.0,46,3.9,13.3,18.3,95.83333333333331
807,29.4,37.0,26.0,1000.2,69,2.9,9.4,20.6,72.25
808,32.9,37.0,24.9,1000.7,52,2.4,5.0,14.8,38.66666666666666
809,34.9,40.0,26.0,999.4,38,2.6,6.7,13.0,45.375
810,37.3,42.5,28.7,996.6,32,3.4,12.2,35.2,65.16666666666667
811,31.7,43.0,26.0,1003.5,51,3.2,14.3,37.0,66.08333333333333
812,30.3,37.2,25.0,1002.1,62,3.5,8.9,18.3,77.66666666666667
813,32.9,37.0,26.4,1000.6,53,2.7,4.8,13.0,70.25
814,36.6,42.0,28.1,997.5,33,3.5,13.3,29.4,56.29166666666666
815,36.1,42.0,29.0,1000.4,37,2.9,12.8,43.2,77.0
816,34.7,41.6,28.6,998.9,39,3.1,11.3,22.2,32.958333333333336
817,30.2,37.0,24.0,998.0,72,3.2,10.2,27.8,80.625
818,27.6,37.4,23.2,998.3,79,2.6,5.6,14.8,90.70833333333331
819,27.7,32.2,23.7,999.0,85,2.4,6.7,13.0,97.29166666666669
820,35.7,39.0,30.0,997.7,58,3.1,6.7,13.0,50.70833333333334
821,35.2,39.4,30.4,998.9,62,3.4,7.6,18.3,40.375
822,35.6,39.0,30.5,998.5,59,3.4,9.4,18.3,49.41666666666666
823,30.3,34.5,25.4,995.6,84,2.4,3.3,9.4,61.875
824,28.1,35.1,26.0,996.9,91,1.9,6.5,14.8,0.0
825,32.0,37.0,26.7,996.5,75,2.3,3.7,9.4,29.66666666666667
826,31.3,35.8,25.2,1000.4,74,2.7,3.9,11.1,49.125
827,31.9,36.5,28.2,999.1,72,2.4,6.3,13.0,43.66666666666666
828,34.4,37.6,29.6,998.6,58,2.9,7.4,14.8,29.83333333333333
829,31.1,35.0,27.0,999.4,69,3.2,7.8,14.8,35.208333333333336
830,33.2,36.5,28.4,999.6,64,3.7,9.6,18.3,37.625
831,31.6,36.4,28.4,1000.2,76,3.2,6.1,14.8,41.458333333333336
832,34.1,38.0,28.0,997.6,64,2.7,5.0,18.3,38.583333333333336
833,29.2,38.4,25.0,998.0,84,2.3,6.9,18.3,36.0
834,32.5,36.0,28.0,997.5,70,3.1,10.0,18.3,70.58333333333333
835,29.6,33.4,26.6,997.3,84,2.4,9.3,16.5,33.166666666666664
836,31.6,35.0,26.4,999.1,74,3.2,8.9,13.0,38.25
837,32.2,35.0,28.6,1000.7,69,3.7,9.3,16.5,26.58333333333333
838,28.3,34.1,27.0,1001.1,89,2.1,4.6,18.3,15.416666666666664
839,28.8,32.0,26.8,1001.6,84,2.3,9.6,18.3,41.375
840,29.8,32.0,27.0,1000.2,78,2.7,10.2,14.8,25.54166666666667
841,31.2,35.0,27.3,997.2,69,2.9,18.7,27.8,28.375
842,29.8,36.1,26.0,1001.8,84,2.3,3.5,11.1,50.33333333333334
843,31.7,36.0,26.5,1001.5,77,2.7,4.8,13.0,35.375
844,29.2,35.6,27.0,999.3,87,1.6,3.5,18.3,31.91666666666667
845,31.3,35.0,27.3,1001.2,68,2.9,13.1,22.2,35.291666666666664
846,31.6,36.0,27.4,1003.3,63,3.7,7.2,14.8,26.83333333333333
847,27.9,37.8,26.0,1003.2,92,1.6,6.1,14.8,35.708333333333336
848,32.0,36.0,26.5,1001.8,70,3.1,9.6,28.7,43.58333333333334
849,32.1,36.0,28.3,1001.3,72,3.2,8.5,16.5,46.04166666666666
850,31.1,35.0,27.2,999.9,76,2.4,3.9,11.1,82.875
851,29.1,35.3,25.2,1000.4,84,2.4,4.3,22.2,64.91666666666667
852,31.0,36.0,24.8,1000.0,71,3.2,3.7,9.4,30.66666666666667
853,28.2,35.5,25.6,1003.7,89,1.6,6.1,20.6,34.416666666666664
854,28.7,33.0,25.5,1002.6,81,2.3,9.4,22.2,33.166666666666664
855,28.2,32.6,26.0,1002.8,78,2.7,9.8,22.2,30.625
856,30.7,35.0,25.2,1003.9,70,3.4,8.1,18.3,30.33333333333333
857,28.9,36.1,24.2,1005.5,76,2.9,6.7,13.0,0.0
858,31.2,35.0,26.5,1005.5,67,2.7,5.7,13.0,0.0
859,31.6,35.1,26.8,1003.9,65,3.1,6.7,11.1,0.0
860,32.2,36.2,27.0,1006.2,63,2.9,4.6,11.1,76.875
861,32.1,36.6,27.5,1005.6,67,2.4,3.0,7.6,83.45833333333333
862,32.7,36.1,27.0,1005.1,53,2.9,6.7,14.8,71.66666666666667
863,31.6,36.0,25.6,1002.8,59,2.6,1.1,7.6,69.70833333333333
864,31.6,37.0,25.0,1002.9,57,2.7,3.0,11.1,62.375
865,30.7,36.9,24.8,1002.7,69,2.9,6.9,11.1,24.875
866,30.2,35.0,23.8,1004.5,67,3.1,8.9,14.8,43.95833333333334
867,30.4,35.1,25.0,1005.7,66,3.4,5.7,18.3,41.5
868,30.8,36.0,23.8,1005.9,58,3.1,2.6,11.1,38.79166666666666
869,28.8,36.0,22.0,1005.9,55,3.4,5.7,22.2,30.33333333333333
870,29.9,36.4,21.9,1006.0,47,3.9,8.0,24.1,26.66666666666667
871,30.5,36.4,21.3,1007.9,53,3.7,7.2,14.8,29.0
872,29.6,36.0,21.6,1007.6,54,2.9,6.1,18.3,61.70833333333334
873,28.8,35.8,22.4,1006.9,63,2.6,3.9,11.1,60.54166666666666
874,29.6,36.0,22.5,1007.6,58,2.7,2.4,11.1,41.583333333333336
875,29.0,35.0,21.6,1004.5,57,2.6,4.4,14.8,80.04166666666667
876,28.8,36.4,21.5,1004.4,56,2.6,2.4,13.0,82.83333333333333
877,28.2,36.5,19.2,1005.1,54,2.7,3.5,16.5,95.25
878,28.5,36.0,19.4,1008.8,58,2.4,0.6,9.4,126.16666666666669
879,27.8,36.3,20.5,1007.5,62,1.3,2.0,13.0,136.70833333333334
880,25.9,35.3,18.4,1005.6,61,1.6,3.1,11.1,160.66666666666666
881,23.8,33.0,17.0,1013.7,63,1.6,2.6,7.6,245.66666666666663
882,23.8,33.1,16.1,1014.0,67,1.9,0.7,5.4,261.6666666666667
883,23.8,33.2,17.3,1012.8,69,1.8,0.7,5.4,272.4166666666667
884,23.5,31.4,17.6,1014.0,72,1.6,1.7,9.4,99.70833333333331
885,23.3,32.0,19.4,1012.9,79,1.3,2.6,9.4,217.375
886,22.7,30.3,17.5,1013.5,78,1.1,0.4,3.5,309.375
887,21.1,30.0,16.0,1014.4,73,0.6,1.9,11.1,321.5416666666667
888,19.7,30.2,14.0,1014.0,82,0.3,0.4,3.5,278.0
889,20.1,30.4,13.8,1013.2,71,0.5,0.9,7.6,192.33333333333331
890,19.3,28.5,12.4,1010.9,74,0.6,0.4,3.5,224.16666666666663
891,20.1,28.5,14.6,1011.2,73,0.8,1.9,7.6,196.75
892,18.1,24.3,13.5,1016.5,60,1.8,5.6,14.8,166.70833333333334
893,15.9,24.5,9.4,1017.3,58,1.4,3.9,11.1,130.70833333333334
894,16.0,24.4,10.2,1015.1,59,1.8,5.2,18.3,194.70833333333331
895,16.9,26.5,8.6,1016.0,57,1.9,3.5,9.4,134.45833333333334
896,16.9,27.5,8.6,1016.7,63,1.6,1.1,9.4,110.0
897,16.3,27.5,9.0,1013.9,63,1.9,5.0,13.0,160.0
898,15.7,27.1,8.2,1015.7,66,1.6,1.7,13.0,118.91666666666669
899,15.1,26.4,8.0,1016.6,72,1.3,0.7,5.4,185.95833333333331
900,17.4,25.0,12.0,1015.7,47,1.9,6.1,22.2,239.125
901,16.6,25.2,9.4,1015.4,52,1.9,6.7,22.2,365.29166666666674
902,16.1,26.6,0.7,1015.3,60,1.9,1.7,9.4,312.2083333333333
903,15.7,21.7,12.0,1018.2,85,1.0,3.3,7.6,121.33333333333331
904,13.6,21.3,9.6,1020.1,83,0.8,4.8,11.1,202.875
905,12.7,19.5,8.0,1021.0,78,1.0,6.1,11.1,260.1666666666667
906,15.2,25.6,9.6,1019.9,70,1.4,4.4,9.4,277.7083333333333
907,16.4,23.7,9.6,1020.6,82,0.5,2.8,9.4,284.1666666666667
908,17.4,25.0,12.0,1020.8,76,0.8,1.3,9.4,288.4166666666667
909,13.5,25.1,7.0,1017.8,79,1.0,3.9,13.0,166.91666666666666
910,14.4,23.2,7.1,1017.7,74,1.3,2.0,7.6,169.0
911,15.1,25.0,7.6,1017.1,71,1.3,3.5,13.0,186.04166666666663
912,12.2,23.9,5.7,1014.5,88,0.3,0.7,5.4,255.875
913,11.8,20.1,8.4,1015.3,89,0.3,2.8,9.4,217.08333333333331
914,11.3,18.2,6.7,1015.6,85,0.6,3.5,9.4,229.16666666666663
915,13.2,20.8,6.4,1015.2,69,1.4,8.5,14.8,298.4583333333333
916,12.1,20.7,5.0,1017.6,72,1.4,3.9,11.1,264.9166666666667
917,12.2,21.7,4.2,1019.1,75,1.4,5.7,18.3,404.5
918,13.6,23.7,5.5,1016.1,68,1.4,4.4,18.3,188.5
919,14.0,23.7,5.7,1016.2,69,2.3,4.8,14.8,164.75
920,14.7,25.0,6.4,1015.6,70,1.4,9.4,24.1,376.91666666666674
921,15.8,24.2,9.5,1016.0,79,1.0,4.6,11.1,0.0
922,14.2,24.9,8.0,1014.9,75,0.6,5.0,13.0,0.0
923,13.9,25.2,5.0,1014.7,70,1.9,0.4,3.5,57.0
924,12.5,18.9,8.8,1013.4,90,0.6,8.3,16.5,202.91666666666663
925,12.1,18.4,7.0,1014.1,89,0.5,4.4,9.4,205.125
926,13.0,20.2,8.0,1014.4,79,0.6,4.3,9.4,214.125
927,17.2,26.9,9.9,1014.3,69,1.4,13.0,25.9,315.7916666666667
928,18.7,27.2,11.0,1013.9,69,1.4,3.0,13.0,322.25
929,17.7,27.8,10.5,1012.7,69,1.6,3.7,14.8,246.04166666666663
930,16.0,26.5,9.3,1015.4,57,1.4,4.4,13.0,200.91666666666663
931,15.0,23.6,8.5,1014.6,55,1.4,7.4,22.2,99.5
932,13.9,24.1,5.5,1013.8,61,1.6,1.7,9.4,143.91666666666666
933,14.6,24.0,6.1,1014.4,59,1.3,2.2,7.6,100.25
934,16.4,23.4,9.0,1022.5,75,1.6,5.2,14.8,165.0
935,16.4,23.5,10.2,1021.6,63,1.8,11.1,25.9,116.45833333333331
936,17.5,23.4,11.6,1019.6,66,2.4,9.8,25.9,143.0
937,18.1,26.6,10.0,1013.9,60,1.6,3.3,18.3,231.125
938,19.0,28.2,10.1,1012.9,62,2.1,4.4,14.8,218.66666666666663
939,21.5,31.2,12.5,1010.5,59,1.8,1.5,5.4,211.0
940,22.5,31.6,17.0,1015.4,65,1.9,7.4,16.5,52.20833333333334
941,21.1,29.4,14.5,1012.8,64,2.6,11.3,25.9,187.5
942,22.3,29.8,15.4,1012.6,65,1.9,6.3,24.1,130.16666666666666
943,21.7,30.7,14.9,1010.8,62,1.6,1.7,7.6,123.125
944,22.9,31.0,15.5,1009.0,58,2.3,3.9,14.8,120.91666666666669
945,24.1,32.3,16.6,1006.9,53,2.1,2.0,9.4,153.625
946,21.8,29.4,14.7,1012.3,53,2.6,7.6,22.2,130.33333333333334
947,22.6,31.6,13.3,1013.2,57,2.3,3.1,14.8,110.70833333333331
948,23.4,32.2,14.8,1013.1,52,1.8,3.5,11.1,138.5
949,25.9,35.6,17.1,1008.9,45,2.3,2.8,11.1,75.75
950,24.8,36.2,17.0,1007.1,47,2.7,1.9,9.4,146.54166666666666
951,25.0,34.1,17.2,1007.8,51,2.6,11.3,27.8,116.625
952,24.6,34.4,15.0,1012.9,44,2.3,4.4,14.8,80.04166666666667
953,26.1,35.0,16.5,1009.2,45,2.6,2.2,5.4,100.04166666666669
954,26.1,35.0,21.0,1007.8,53,2.6,5.6,14.8,109.45833333333331
955,25.7,32.3,18.5,1013.6,49,1.9,8.7,22.2,110.16666666666669
956,26.3,33.6,19.5,1011.0,44,2.6,9.1,22.2,108.20833333333331
957,27.1,36.8,17.3,1007.9,38,3.2,4.6,14.8,103.83333333333331
958,26.9,36.2,20.0,1007.6,51,2.9,9.1,14.8,74.29166666666667
959,27.8,34.8,20.0,1008.6,52,2.7,6.1,11.1,101.79166666666669
960,27.6,36.2,20.8,1009.0,53,2.6,4.8,11.1,106.16666666666669
961,29.4,38.2,21.4,1007.2,49,2.6,2.6,5.4,89.875
962,27.9,36.6,19.0,1008.3,57,2.7,5.9,9.4,48.20833333333334
963,29.4,35.6,23.0,1008.8,51,2.3,9.1,18.3,47.04166666666666
964,25.2,36.3,20.2,1010.1,67,2.9,6.7,22.2,67.79166666666667
965,25.8,34.4,18.2,1008.3,38,2.3,3.0,14.8,56.66666666666666
966,28.1,36.0,18.2,1006.8,36,3.1,4.6,14.8,79.0
967,30.1,38.0,20.5,1006.0,39,2.7,3.1,11.1,123.58333333333331
968,31.1,39.0,23.0,1003.0,32,2.6,5.0,22.2,80.29166666666667
969,32.7,39.4,24.0,1002.6,26,1.9,12.4,33.5,137.875
970,29.2,39.5,24.0,1007.9,31,2.6,9.1,14.8,87.875
971,31.7,41.4,20.8,1002.3,26,2.6,5.6,18.3,121.20833333333331
972,33.2,41.6,25.5,1001.5,31,1.9,4.8,13.0,97.04166666666669
973,32.4,42.0,26.4,1004.7,48,3.1,7.0,9.4,92.08333333333331
974,31.7,40.0,26.5,1003.4,52,2.7,10.0,14.8,130.625
975,28.8,37.6,20.2,1004.7,59,1.6,13.7,31.3,90.5
976,29.6,34.2,25.0,1005.8,52,1.9,10.0,14.8,55.41666666666666
977,31.2,38.0,24.0,1003.2,40,1.9,11.7,37.0,108.33333333333331
978,29.1,39.6,24.6,1004.3,43,1.8,7.4,22.2,198.875
979,28.3,35.2,22.4,1006.1,57,1.9,3.3,11.1,120.70833333333331
980,29.9,42.2,24.4,1003.5,56,1.8,12.0,31.3,60.54166666666666
981,30.2,35.6,24.0,1004.6,53,2.6,6.7,9.4,79.0
982,32.2,37.4,26.4,1002.2,54,2.7,5.2,16.5,133.70833333333334
983,33.1,41.2,26.4,1001.7,40,1.9,4.4,14.8,53.25
984,33.2,41.4,27.0,1002.8,33,2.6,3.1,14.8,65.16666666666667
985,34.1,41.2,25.5,1002.9,26,2.7,5.9,16.5,83.58333333333333
986,34.5,43.0,23.8,1000.1,25,2.7,6.5,22.2,40.66666666666666
987,34.5,44.0,24.5,998.9,27,1.9,4.4,18.3,48.125
988,36.1,45.0,26.3,998.1,24,2.7,8.7,25.9,103.16666666666669
989,35.9,42.0,29.4,999.7,46,2.7,7.0,14.8,143.375
990,34.6,42.1,28.4,1000.7,50,2.6,12.8,33.5,44.79166666666666
991,32.3,42.0,26.6,1001.6,53,2.7,12.0,18.3,71.95833333333333
992,34.0,39.2,27.7,998.6,56,2.6,9.6,14.8,17.5
993,35.8,40.8,29.2,997.0,53,1.9,6.5,11.1,101.0
994,35.2,41.4,32.0,994.3,55,1.9,11.3,18.3,76.20833333333333
995,30.3,40.5,25.6,995.1,75,1.4,11.5,33.5,84.33333333333333
996,37.8,41.7,34.0,990.4,41,1.6,19.4,33.5,48.83333333333334
997,36.8,41.2,33.0,992.5,41,1.6,16.9,25.9,64.45833333333333
998,36.7,40.5,33.4,994.7,43,1.9,17.4,27.8,80.54166666666667
999,34.2,39.4,26.5,998.2,49,2.6,5.9,16.5,65.41666666666667
1000,35.2,40.2,29.8,998.9,55,2.6,1.9,5.4,54.66666666666666
1001,36.2,41.9,30.9,998.2,50,1.9,3.5,11.1,78.54166666666667
1002,36.6,42.2,32.6,993.8,42,2.1,11.3,31.7,49.125
1003,32.4,42.7,30.7,995.5,59,1.9,5.4,11.1,65.875
1004,30.3,37.5,26.2,997.8,76,1.9,10.2,18.3,72.41666666666667
1005,32.6,36.2,29.0,997.2,68,1.9,11.9,22.2,184.66666666666663
1006,31.2,37.4,24.4,995.6,66,2.9,12.0,24.1,113.33333333333331
1007,32.1,37.8,23.6,995.7,70,2.3,6.3,13.0,146.20833333333334
1008,33.7,37.8,28.2,997.0,59,1.9,3.1,14.8,112.29166666666669
1009,35.2,39.4,28.5,995.6,55,3.1,3.3,7.6,60.625
1010,33.4,40.1,30.8,996.1,71,1.9,9.4,14.8,71.0
1011,29.3,37.8,26.2,996.9,85,1.9,3.7,9.4,153.41666666666666
1012,30.3,34.2,25.4,996.2,82,1.9,3.7,11.1,134.95833333333334
1013,31.8,35.2,27.6,996.2,77,1.9,5.6,11.1,81.125
1014,32.8,37.3,28.8,996.9,73,2.6,5.2,11.1,52.25
1015,29.2,37.8,26.0,996.8,87,1.9,1.9,5.4,160.375
1016,29.2,33.4,27.0,997.3,89,1.9,2.8,7.6,99.375
1017,29.5,36.7,28.0,997.3,84,1.9,3.9,9.4,31.45833333333333
1018,26.9,32.2,25.8,997.6,95,1.9,6.5,11.1,47.375
1019,26.7,28.7,25.2,996.7,95,1.9,3.1,13.0,38.16666666666666
1020,30.0,34.5,27.2,997.0,76,1.9,8.3,14.8,35.958333333333336
1021,31.5,35.0,26.0,997.0,71,2.7,5.0,14.8,25.08333333333333
1022,32.1,35.6,28.2,998.3,67,2.3,13.0,22.2,45.83333333333334
1023,31.5,35.8,28.2,998.6,68,2.3,11.7,22.2,33.708333333333336
1024,28.2,31.8,26.4,999.2,89,1.9,2.6,7.6,26.41666666666667
1025,30.4,33.4,26.5,999.9,83,1.9,4.6,9.4,30.66666666666667
1026,32.0,35.4,27.6,1001.8,73,2.3,4.6,14.8,29.95833333333333
1027,30.4,33.2,27.6,997.1,78,1.9,1.7,7.6,23.875
1028,30.8,34.4,27.4,997.6,80,2.3,4.3,9.4,22.33333333333333
1029,31.1,35.3,28.4,999.9,73,2.6,5.6,14.8,25.08333333333333
1030,30.0,33.6,25.9,999.8,83,1.9,4.3,9.4,64.875
1031,31.7,36.4,26.2,999.2,73,1.9,4.6,9.4,47.58333333333334
1032,30.3,34.4,27.0,998.5,73,2.6,11.3,24.1,33.5
1033,31.0,34.2,27.0,998.0,73,3.2,7.8,24.1,43.04166666666666
1034,29.6,34.9,26.5,999.8,83,2.6,2.6,9.4,38.41666666666666
1035,30.9,35.1,28.0,1000.0,76,2.3,4.8,11.1,49.29166666666666
1036,27.1,34.0,23.5,1002.6,93,1.8,4.8,16.5,19.541666666666668
1037,26.7,29.4,25.0,1002.3,92,1.9,4.6,11.1,22.83333333333333
1038,26.7,29.0,25.6,1002.4,95,1.6,0.4,3.5,24.29166666666667
1039,28.3,34.6,24.6,1003.2,86,2.1,1.7,9.4,74.66666666666667
1040,28.7,34.1,25.5,1003.5,83,2.6,9.3,22.2,41.875
1041,28.6,33.6,25.0,1005.2,80,3.1,8.1,11.1,50.58333333333334
1042,30.3,33.6,26.5,1003.3,67,2.6,13.0,18.3,58.125
1043,29.5,34.4,22.2,1005.7,70,3.4,7.0,14.8,57.29166666666666
1044,30.6,34.6,25.5,1007.3,60,4.0,8.1,13.0,38.25
1045,30.0,35.4,24.0,1005.2,66,2.7,2.8,7.6,56.91666666666666
1046,28.3,35.7,23.8,1008.0,75,2.6,9.1,14.8,54.625
1047,25.8,34.0,22.2,1008.0,91,1.9,10.9,18.3,42.875
1048,28.0,33.2,22.6,1007.8,75,2.7,2.4,7.6,43.33333333333334
1049,29.3,35.4,23.2,1008.3,63,2.6,2.0,11.1,41.875
1050,28.9,35.5,23.4,1009.1,65,2.3,2.6,11.1,44.41666666666666
1051,28.2,34.8,22.2,1008.4,66,2.7,2.6,9.4,41.958333333333336
1052,28.7,35.2,22.5,1008.8,63,2.6,0.4,3.5,0.0
1053,28.8,35.6,22.5,1008.5,59,2.6,0.4,3.5,0.0
1054,26.4,34.6,20.2,1010.0,63,2.3,1.9,7.6,45.75
1055,27.5,34.8,20.1,1008.1,63,1.9,2.0,9.4,70.70833333333333
1056,27.8,35.3,22.4,1007.4,66,1.9,3.7,9.4,51.79166666666666
1057,24.2,31.8,17.3,1011.6,58,2.6,5.4,14.8,11.583333333333336
1058,25.7,32.5,17.0,1012.1,58,2.6,3.0,9.4,13.0
1059,27.1,34.0,17.8,1011.0,54,2.3,2.8,9.4,156.25
1060,26.0,33.8,17.4,1013.8,52,2.4,2.0,7.6,156.0
1061,24.5,32.5,15.0,1014.8,58,2.4,2.0,7.6,252.625
1062,24.2,32.4,15.8,1016.8,59,2.1,0.6,5.4,119.41666666666669
